,Unnamed: 0,Match Type,Distance Score,Mill Name Score,Mill Company Score,idx,Consumer Company,Country,District,Latitude,Longitude,Mill Name,Consumer Mill Name,Mill Company,Consumer Mill Company,Parent Company,Consumer Parent Company,Province,RSPO,UMLID
155,155,Distance,0.1930557791028279,36,17,190.0,kellog,indonesia,ketapang,-2.3124580000000003,110.42824099999999,sei kerandi,kencana graha permai kenanga,andes agro investama,,cargill,golden agri resources,kalimantan barat,"rspo certified, mb",po1000008599
158,158,Distance,0.1109745785754555,33,20,41.0,kellog,indonesia,kotawaringin timur,-1.8625,112.39583300000001,bukit santuai,agrokarya primalestari kuayan,agro wana lestari,,goodhope,golden agri resources,kalimantan tengah,"rspo certified, mb",po1000003927
159,159,Distance,0.14352819898890573,40,17,193.0,kellog,indonesia,kapuas hulu,0.400721,111.730713,persada graha mandiri,paramitra internusa pratama belian,persada graha mandiri,,sinar mas,golden agri resources,kalimantan barat,,po1000003783
160,160,Distance,0.002236643243802287,100,26,68.0,kellog,indonesia,kutai timur,1.111161,117.02316100000002,muara wahau,kresna duta agroindo muara wahau,kresna duta agroindo,,sinar mas,golden agri resources,kalimantan timur,"rspo certified, mb",po1000001765
161,161,Distance,0.13808731739374652,43,30,110.0,kellog,indonesia,labuhanbatu selatan,1.75455,99.9835,sumber tani agung,tapian nadenggan langga payung,sumber tani agung,,sumber tani agung (sta),golden agri resources,sumatera utara,,po1000004483
162,162,Distance,0.022380277433490487,47,17,46.0,kellog,indonesia,musi rawas,-2.997939,102.787836,karya indo sejatitama,terawas indah,karya indo sejatitama,,unknown,golden agri resources,sumatera selatan,,po1000004075
163,163,Distance,0.0015412813150416974,100,22,69.0,kellog,indonesia,ogan ilir,-3.1192,104.69451600000001,golden oilindo nusantara,golden oilindo nusantara,golden oilindo nusantara,,unknown,golden oilindo nusantara,sumatera selatan,,po1000007509
165,165,Distance,0.18786132036690287,38,26,95.0,kellog,indonesia,kotawaringin timur,-2.510682,112.55488999999999,gading sawit kencana,agro indomas i terawan,gading sawit kencana,,unknown,goodhope asia holdings,kalimantan tengah,,po1000011193
169,169,Distance,0.0,78,16,8.0,kellog,indonesia,muara enim,-3.3609,103.8837,surya bumi agrolanggeng,suryabumi agro langgeng,suryabumi agrolanggeng,,gozco plantations,gozco plantations,sumatera selatan,,po1000008343
172,172,Distance,0.1532921584458866,60,33,76.0,kellog,indonesia,rokan hulu,1.2350709999999998,100.58881,karya perdana,pujud karya sawit,tor ganda,,torganda,graha,riau,,po1000008619
175,175,Distance,0.10963363320622936,32,17,146.0,kellog,indonesia,mandailing natal,0.466483,99.37025,sago nauli,gruti lestari pratama,tri bahtera srikandi,,sago nauli,gruti lestari pratama,sumatera utara,,po1000004386
176,176,Distance,0.13041743544864118,25,19,15.0,kellog,indonesia,bengkalis,1.081944,101.333361,mandau,guna agung semesta,adei plantation and industry,,kuala lumpur kepong (klk),guna agung semesta,riau,"rspo certified, ip",po1000000411
177,177,Distance,0.17279674372233134,49,18,37.0,kellog,indonesia,siak,0.5380278000000001,101.729888,meridan sejati surya plantation,guna setia pratama,meridan sejatisurya plantation,,first resources,guna setia pratama,riau,"rspo certified, mb",po1000002637
178,178,Distance,0.00040365579396320713,26,20,7.0,kellog,indonesia,kutai timur,1.0,117.76899999999999,cipta graha,multi pacific international,multi pacific international,,salim group,gunta samba,kalimantan timur,,po1000004427
179,179,Distance,0.1004134310737426,30,14,25.0,kellog,indonesia,kutai timur,1.177671,117.902178,pt hanusentra agro lestari,ampenas,pt hanusentra agro lestari,,dharma agung wijaya,gunta samba,kalimantan timur,,po1000011306
180,180,Distance,0.13792998749365953,34,21,33.0,kellog,indonesia,rokan hulu,1.212517,100.29345,merangkai artha nusantara,gunung sawit mas,merangkai artha nusantara,,trinity interlink,gunung sawit mas,riau,,po1000004444
181,181,Distance,0.15458331874484493,41,20,25.0,kellog,indonesia,kutai timur,0.9123370000000001,116.734274,karyanusa eka daya 2,hamparan perkasa mandiri,karyanusa ekadaya,,astra agro lestari,triputra agro persada,kalimantan timur,,po1000008659
182,182,Distance,0.0,96,15,,kellog,indonesia,buol,1.24061,121.414178,hardaya inti plantations,hardaya inti plantations,EMPTY,,hardaya inti plantations,hardaya inti plantations,sulawesi tengah,no,po1000008281
183,183,Distance,0.0,100,17,324.0,kellog,indonesia,nunukan,4.005167,117.2545,sebakis inti lestari,sebakis inti lestari,sebakis inti lestari,,berca / cipta cakra murdaya,hardaya inti plantations,kalimantan timur,,po1000004555
185,185,Distance,0.11198133165752244,41,10,96.0,kellog,indonesia,bungo,-1.7071439999999998,102.16072699999901,prima mas lestari,citra sawit harum,prima mas lestari,,unknown,harum agro,jambi,,po1000010052
190,190,Distance,0.1396111787966785,32,21,40.0,kellog,indonesia,pasaman barat,0.229917,99.477083,air balam,bintara tani nusantara,bakrie pasaman plantations,,bakrie,incasi raya,sumatera barat,,po1000004365
191,191,Distance,0.0,100,14,248.0,kellog,indonesia,bungo,-1.444495,101.751319,jamika raya,jamika raya,jamika raya,,incasi raya (gunas),incasi raya,jambi,,po1000004464
192,192,Distance,0.1871339195683134,28,20,96.0,kellog,indonesia,bungo,-1.4972299999999998,102.240672,bina mitra makmur,megasawindo perkasa,bina mitra makmur,,superventure,incasi raya,jambi,,po1000007481
195,195,Distance,0.1496755436254953,35,30,38.0,kellog,indonesia,indragiri hulu,-0.639240867804,102.492935087999,kencana amal tani,sumatera makmur lestari,kencana amal tani,,darmex agro,incasi raya,riau,,po1000009014
196,196,Distance,0.04948846909129403,26,23,112.0,kellog,indonesia,simalungun,3.1129,99.327311,dolok sinumbah,huta bayu marsada,perkebunan nusantara iv,,ptpn iii,indah group,sumatera utara,"rspo certified, mb",po1000005868
197,197,Distance,0.1801655497729827,45,8,202.0,kellog,indonesia,musi banyuasin,-2.2122330000000003,103.800117,sejati palma sejahtera,bastian olah sawit,sejati palma sejahtera,,unknown,indah group,sumatera selatan,,po1000004535
198,198,Distance,5.94642762589296e-07,100,33,510.0,kellog,indonesia,ogan komering ilir,-3.1683310000000002,104.891994,sun sawit,sun sawit,sun sawit,,indah,indah group,sumatera selatan,,po1000008137
199,199,Distance,0.15229884964765722,47,26,44.0,kellog,indonesia,kampar,0.16567300000000001,101.326598,bina sawit nusantara,bangun tenera riau,bina sawit nusantara,,sin tek huat,indah group,riau,,po1000004860
200,200,Distance,0.09510059139669244,35,19,25.0,kellog,indonesia,berau,1.44075,117.2127,yudha wahana abadi,gunta samba jaya,yudha wahana abadi,,triputra agro persada,indo agri,kalimantan timur,,po1000006266
201,201,Distance,0.1693999791853534,34,23,33.0,kellog,indonesia,rokan hulu,1.077988,100.261278,surisenia plasma taruna,indomakmur sawit berjaya,surisenia plasma taruna,,unknown,indomakmur sawit berjaya,riau,,po1000004435
204,204,Distance,0.14845776978319333,28,17,194.0,kellog,indonesia,kampar,0.7827,101.04956700000001,naga sakti,tunggal yunus estate topaz,buana wiralestari mas,,sinar mas,inti indosawit subur,riau,"rspo certified, ip",po1000001061
205,205,Distance,0.0014188083027698993,100,19,38.0,kellog,indonesia,indragiri hulu,-0.5847220000000001,102.019444,peranap,rigunas agri utama peranap,rigunas agri utama,,royal golden eagle,inti indosawit subur,riau,"rspo certified, mb",po1000002063
207,207,Distance,0.0020433110384754614,90,10,77.0,kellog,indonesia,langkat,4.065217,98.217833,jaya baru pertama,jaya baru i,jaya baru pertama,,unknown,jaya baru pertama,sumatera utara,,po1000004563
208,208,Distance,0.19013227739918231,43,21,15.0,kellog,indonesia,rokan hilir,1.520525,100.7319,manggala,jaya gemilang sukses,tunggal mitra plantations,,sime darby,jaya gemilang sukses,riau,"rspo certified, ip",po1000000330
213,213,Distance,0.0,100,24,1715.0,kellog,indonesia,kayong utara,-0.829001,109.88604,sungai sepeti,sungai sepeti,kalimantan agro pusaka,,unknown,kalimantan agro pusaka,kalimantan barat,,po1000007463
214,214,Distance,0.0063682984383523576,100,23,79.0,kellog,indonesia,sukamara,-2.28805,111.167833,kalimantan sawit kusuma,kalimantan sawit kusuma,kalimantan sawit kusuma,,kalimantan sawit kusuma (ksk),kalimantan sawit kusuma,kalimantan tengah,,po1000004163
215,215,Distance,0.018522585618641,39,16,37.0,kellog,indonesia,siak,0.855817,101.302617,mutiara unggul lestari,kamparindo agro industri,mutiara unggul lestari,,mahkota,kamparindo agro industri,riau,,po1000004421
216,216,Distance,0.15713492801410944,49,19,69.0,kellog,indonesia,banyu asin,-2.722018,104.358599,agro palindo sakti,karya sawit lestari,agro palindo sakti,,wilmar,karya sawit lestari,sumatera selatan,,po1000003497
217,217,Distance,0.16977158616506002,27,24,475.0,kellog,indonesia,serdang bedagai,3.51085,99.20231700000001,tanindo sejati,karya serasi jaya abadi,tanindo sejati,,unknown,sumber tani agung,sumatera utara,,po1000004292
219,219,Distance,0.16149032928720722,33,18,68.0,kellog,indonesia,kutai timur,0.278889,116.844444,nala palma cadudasa,agri eastborneo kencana,nala palma cadudasa,,npc resources berhad,kencana agri,kalimantan timur,,po1000008160
225,225,Distance,0.1446295745171092,21,17,39.0,kellog,indonesia,asahan,2.706553,99.61797299999999,anugrah multi sawita,aek nopan,anugrah multi sawita,,unknown,kencana inti perkasa,sumatera utara,,po1000008388
226,226,Distance,0.19306661073318634,35,29,100.0,kellog,indonesia,indragiri hulu,-0.5692,102.305851,indra sakti,kharisma agro sejahtera,meganusa intisawit,,sinar mas,kharisma agro sejahtera,riau,"rspo certified, ip",po1000001065
227,227,Distance,1.4210854715202004e-14,100,27,140.0,kellog,indonesia,lampung tengah,-5.0637,104.87663300000001,kriya swarna pubian,kriya swarna pubian,kriya swarna pubian,,medco agro,kriya swarna pubian,lampung,,po1000004055
228,228,Distance,0.17096081775950672,67,23,114.0,kellog,indonesia,langkat,3.7003,98.292,sungai langkat,"langkat nusantara kepong padang 
brahrang",perkebunan nusantara iv,,ptpn iii,kuala lumpur kepong,sumatera utara,"rspo certified, mb",po1000004524
232,232,Distance,0.1493281815197783,33,25,144.0,kellog,indonesia,berau,2.14256,117.298381,satu sembilan delapan,hutan hijau mas,satu sembilan delapan,,kuala lumpur kepong (klk),kuala lumpur kepong,kalimantan timur,,po1000007603
233,233,Distance,0.0,42,18,495.0,kellog,indonesia,berau,1.243126,118.338642,jabon,jabontara eka karsa,jabontara eka karsa,,kuala lumpur kepong (klk),kuala lumpur kepong,kalimantan timur,"rspo certified, mb",po1000005793
235,235,Distance,0.12721933575129882,34,30,108.0,kellog,indonesia,labuhanbatu selatan,1.850583,100.1457,aek batu,kuala mas sawit abadi,perkebunan milano,,wilmar,dupont  leosk enterprises,sumatera utara,,po1000004493
236,236,Mill Name,1.9263636855549868,100,23,114.0,kellog,indonesia,langkat,3.69194,98.153056,kwala sawit,kwala intan sawit selatan,perkebunan nusantara ii,,ptpn iii,dupont  leosk enterprises,sumatera utara,,po1000007585
239,239,Distance,0.18016609552853327,40,9,15.0,kellog,indonesia,rokan hilir,1.66325,100.59025,kayangan,geliga bagan riau,salim ivomas pratama,,salim group,dupont  leosk enterprises,riau,,po1000000567
240,240,Distance,1.4210854715202004e-14,100,30,632.0,kellog,indonesia,nunukan,3.831924,116.75797299999999,nunukan sawit mas,nunukan sawit mas,nunukan sawit mas,,unknown,dupont  leosk enterprises,kalimantan timur,,po1000004544
241,241,Distance,0.0,25,18,1855.0,kellog,indonesia,banggai,-1.359017,122.307176,toili,kurnia luwuk sejati,kurnia luwuk sejati,,unknown,kurnia luwuk sejati,sulawesi tengah,,po1000004106
242,242,Distance,0.16858207621511856,25,14,133.0,kellog,indonesia,labuhanbatu utara,2.3191669999999998,99.839444,padang halaban,kurnia mitra sawit,sinar mas agro resources and technology,,sinar mas,kurnia mitra sawit,sumatera utara,"rspo certified, ip",po1000001079
243,243,Distance,3.0000000006413785e-07,100,10,678.0,kellog,indonesia,kutai barat,-0.642833,115.7388,kutai agro lestari,kutai agro lestari,kutai agro lestari,,ct agro,kutai agro lestari,kalimantan timur,,po1000007561
247,247,Distance,0.12174343041823242,33,33,114.0,kellog,indonesia,langkat,3.588333,98.30555600000001,amal tani,langkat sawit hijau pratama,amal tani,,unknown,langkat sawit hijau pratama,sumatera utara,,po1000004295
248,248,Distance,0.1725004249791762,42,21,79.0,kellog,indonesia,sekadau,0.08311,111.19205,kalimantan sanggar pusaka,parna agromas,kalimantan sanggar pusaka,,lyman agro,lg international,kalimantan barat,,po1000007534
252,252,Distance,0.09850288086142872,24,26,250.0,kellog,indonesia,sintang,0.14110999999999999,111.485,simba,bontipermai jayaraya,sintang agro mandiri,,multi prima entakai,lyman,kalimantan barat,,po1000008148
253,253,Distance,0.18236345964922165,29,23,112.0,kellog,indonesia,simalungun,3.144075,99.37348,gunung bayu,karya pratama niaga jaya,perkebunan nusantara iv,,ptpn iii,mahkota group,sumatera utara,"rspo certified, mb",po1000003210
254,254,Distance,0.12293937105291823,51,24,69.0,kellog,indonesia,ogan ilir,-3.181898,104.5871203,agro indralaya mandiri,andalan sawit,agro indralaya mandiri,,unknown,mahkota group,sumatera selatan,,po1000010076
255,255,Distance,0.0,100,18,46.0,kellog,indonesia,muara enim,-3.851717,103.80405,bumi sawindo permai,bumi sawindo permai,bumi sawindo permai,,bukit asam,mahkota group,sumatera selatan,,po1000004868
258,258,Distance,0.002842818671669728,100,26,94.0,kellog,indonesia,bengkalis,1.4326940000000001,101.285667,intan sejati andalan,intan sejati andalan,intan sejati andalan,,mahkota,mahkota group,riau,,po1000004259
261,261,Distance,0.16624674755314955,24,25,101.0,kellog,indonesia,tapanuli tengah,1.5278610000000001,98.974806,bintang nauli pratama,aek sibirong,bintang nauli pratama,,unknown,maju indo raya,sumatera utara,,po1000008290
265,265,Distance,0.1958189858473149,35,16,42.0,kellog,indonesia,muaro jambi,-1.6804,103.799883,sumbertama nusa pertiwi,ricky kurniawan kertapersada,sumbertama nusapertiwi,,bakrie,makin,jambi,,po1000004101
266,266,Distance,3.162277664261663e-06,100,18,47.0,kellog,indonesia,ogan komering ulu timur,-4.471586,104.255916,bunga mayang,"wana karya mulya kahuripan bunga 
mayang",wahana karya mandiri kahuripan,,makin,makin,sumatera selatan,,po1000004056
267,267,Distance,0.1888024290098095,36,20,14.0,kellog,indonesia,kotawaringin timur,-2.1646900000000002,112.56942,mentaya sawit mas,katingan indah utama kabuau,mentaya sawit mas,,wilmar,makin,kalimantan tengah,"rspo certified, mb",po1000003150
269,269,Distance,0.026644051887802885,31,19,123.0,kellog,indonesia,tebo,-1.3465260000000001,102.456315,bungo tebo,sumber mukti kahuripan,rigunas agri utama,,royal golden eagle,makin,jambi,"rspo certified, mb",po1000002913
271,271,Distance,0.19202926007251325,50,18,77.0,kellog,indonesia,langkat,3.862919,98.421293,harapan jaya sawita,makmur anugerah sawitindo,harapan jaya sawita,,unknown,makmur anugerah sawitindo,sumatera utara,,po1000004320
272,272,Distance,0.1987862234587635,49,13,34.0,kellog,indonesia,kotawaringin barat,-2.366254,111.955128,gunung sejahtera puti pesona,"api metra palma ciptatani kumai 
sejahtera",gunung sejahtera puti pesona,,astra agro lestari,medco agro,kalimantan tengah,,po1000004176
273,273,Distance,0.00044069263667498396,100,7,7.0,kellog,indonesia,manokwari,-0.8104,133.595074,medco papua hijau selaras,medco papua hijau selaras,medco papua hijau selaras,,medco agro,medco agro,papua barat,,po1000007449
274,274,Distance,0.1452622197960003,38,8,105.0,kellog,indonesia,penajam paser utara,-1.0989,116.61369999999901,alam permai makmur raya,megah hijau lestari,alam permai makmur raya,,unknown,megah hijau lestari,kalimantan timur,,po1000010056
278,278,Distance,0.0,100,32,256.0,kellog,indonesia,sarolangun,-2.4164830000000004,102.680667,inti guna nabati,mitra agrolika inti guna nabati,inti guna nabati,,dharma agung wijaya (daw),dharma agung wijaya,jambi,,po1000004852
279,279,Distance,0.13887751217043928,59,9,187.0,kellog,indonesia,musi banyuasin,-2.3192778,103.71163890000001,berkat sawit sejati,sejati palma sejahtera,berkat sawit sejati,,musim mas,mitra agrolika,sumatera selatan,"rspo certified, ip",po1000000180
280,280,Distance,0.10404898471392908,68,9,206.0,kellog,indonesia,muaro jambi,-1.8745759999999998,103.560276,palma jaya sejahtera,mitra agrolika sejahtera,palma jaya sejahtera,,unknown,mitra agrolika,jambi,,po1000004498
284,284,Distance,0.12374554224294247,27,22,119.0,kellog,indonesia,kutai kartanegara,-0.33866799999999997,116.88073999999999,mahakam sawit plantation,"prima mitrajaya mandiri benua 
puhun",mahakam sawit plantation,,kalpataru,mp evans,kalimantan timur,,po1000008603
286,286,Distance,0.0008037524494550668,100,24,953.0,kellog,indonesia,bangka,-1.62363,105.988565,tengkalat,gunung pelawan lestari tengkalat,gunung pelawan lestari,,mp evans,mp evans,bangka belitung,"rspo certified, mb",po1000006652
292,292,Distance,0.07887736761581579,34,12,76.0,kellog,indonesia,rokan hulu,1.06108,100.131917,jabal perkasa,multiagro sumaterajaya,jabal perkasa,,unknown,multiagro sumaterajaya,riau,,po1000007524
293,293,Distance,0.00854737862600747,81,15,102.0,kellog,indonesia,indragiri hilir,-0.9596290000000001,102.748735,multi guna lestari abadi,multiguna lestari abadi,multi guna lestari abadi,,unknown,multiguna lestari abadi,riau,,po1000008226
294,294,Distance,0.15303550836652516,37,29,188.0,kellog,indonesia,sambas,1.145883,109.31833300000001,rana westu kencana,fajar saudara kusuma,rana wastu kencana,,zte agribusiness,musim mas,kalimantan barat,,po1000004254
296,296,Mill Name,7.477801202225157,100,21,120.0,kellog,indonesia,ogan komering ilir,-3.81,105.17,sumber sawit,sumber sawit nusantara,gunung tua abadi,,sampoerna agro,lingga tiga sawit,sumatera selatan,"rspo certified, mb",po1000003970
